Object ID,Digital ID,Title,Volume,Alternative Title,Uniform Title,Creator,Contributor,Summary,Note,Subject,Genre,Publisher,Date,Approximate Date,Coverage Temporal,Coverage Spatial,Call Number,Language,Preceding Title,Succeeding Title,Repository,Collection Title,Collection No.,Series,Container,Rights,Standardized Rights Statement
asm0341002324,asm03410023240001001,Page 1,"Pan American World Airways teacher, Vol. IV, No. 5, June 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002324,asm03410023240002001,Page 2,"Pan American World Airways teacher, Vol. IV, No. 5, June 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002324,asm03410023240003001,Page 3,"Pan American World Airways teacher, Vol. IV, No. 5, June 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002324,asm03410023240004001,Page 4,"Pan American World Airways teacher, Vol. IV, No. 5, June 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002324,asm03410023240005001,Page 5,"Pan American World Airways teacher, Vol. IV, No. 5, June 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002324,asm03410023240006001,Page 6,"Pan American World Airways teacher, Vol. IV, No. 5, June 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002324,asm03410023240007001,Page 7,"Pan American World Airways teacher, Vol. IV, No. 5, June 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002324,asm03410023240008001,Page 8,"Pan American World Airways teacher, Vol. IV, No. 5, June 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002325,,"Pan American World Airways teacher, Vol. V, No. 1, September - October 1948","Pan American World Airways teacher, Vol. V, No. 1, September - October 1948",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1948-09,September - October 1948,1940-1949,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 5; Folder Title: Pan American World Airways Teacher, Vol. 5, 1948-1949","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002325,asm03410023250001001,Page 1,"Pan American World Airways teacher, Vol. V, No. 1, September - October 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002325,asm03410023250002001,Page 2,"Pan American World Airways teacher, Vol. V, No. 1, September - October 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002325,asm03410023250003001,Page 3,"Pan American World Airways teacher, Vol. V, No. 1, September - October 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002325,asm03410023250004001,Page 4,"Pan American World Airways teacher, Vol. V, No. 1, September - October 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002325,asm03410023250005001,Page 5,"Pan American World Airways teacher, Vol. V, No. 1, September - October 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002325,asm03410023250006001,Page 6,"Pan American World Airways teacher, Vol. V, No. 1, September - October 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002325,asm03410023250007001,Page 7,"Pan American World Airways teacher, Vol. V, No. 1, September - October 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002325,asm03410023250008001,Page 8,"Pan American World Airways teacher, Vol. V, No. 1, September - October 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002325,asm03410023250009001,Page 9,"Pan American World Airways teacher, Vol. V, No. 1, September - October 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002325,asm03410023250010001,Page 10,"Pan American World Airways teacher, Vol. V, No. 1, September - October 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002325,asm03410023250011001,Page 11,"Pan American World Airways teacher, Vol. V, No. 1, September - October 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002325,asm03410023250012001,Page 12,"Pan American World Airways teacher, Vol. V, No. 1, September - October 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002326,,"Pan American World Airways teacher, Vol. V, No. 2, November - December 1948","Pan American World Airways teacher, Vol. V, No. 2, November - December 1948",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1948-11,November - December 1948,1940-1949,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 5; Folder Title: Pan American World Airways Teacher, Vol. 5, 1948-1949","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002326,asm03410023260001001,Page 1,"Pan American World Airways teacher, Vol. V, No. 2, November - December 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002326,asm03410023260002001,Page 2,"Pan American World Airways teacher, Vol. V, No. 2, November - December 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002326,asm03410023260003001,Page 3,"Pan American World Airways teacher, Vol. V, No. 2, November - December 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002326,asm03410023260004001,Page 4,"Pan American World Airways teacher, Vol. V, No. 2, November - December 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002326,asm03410023260005001,Page 5,"Pan American World Airways teacher, Vol. V, No. 2, November - December 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002326,asm03410023260006001,Page 6,"Pan American World Airways teacher, Vol. V, No. 2, November - December 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002326,asm03410023260007001,Page 7,"Pan American World Airways teacher, Vol. V, No. 2, November - December 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002326,asm03410023260008001,Page 8,"Pan American World Airways teacher, Vol. V, No. 2, November - December 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002326,asm03410023260009001,Page 9,"Pan American World Airways teacher, Vol. V, No. 2, November - December 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002326,asm03410023260010001,Page 10,"Pan American World Airways teacher, Vol. V, No. 2, November - December 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002326,asm03410023260011001,Page 11,"Pan American World Airways teacher, Vol. V, No. 2, November - December 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002326,asm03410023260012001,Page 12,"Pan American World Airways teacher, Vol. V, No. 2, November - December 1948",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002327,,"Pan American World Airways teacher, Vol. V, No. 4, March - April 1949","Pan American World Airways teacher, Vol. V, No. 4, March - April 1949",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1949-03,March - April 1949,1940-1949,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 5; Folder Title: Pan American World Airways Teacher, Vol. 5, 1948-1949","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002327,asm03410023270001001,Page 1,"Pan American World Airways teacher, Vol. V, No. 4, March - April 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002327,asm03410023270002001,Page 2,"Pan American World Airways teacher, Vol. V, No. 4, March - April 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002327,asm03410023270003001,Page 3,"Pan American World Airways teacher, Vol. V, No. 4, March - April 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002327,asm03410023270004001,Page 4,"Pan American World Airways teacher, Vol. V, No. 4, March - April 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002327,asm03410023270005001,Page 5,"Pan American World Airways teacher, Vol. V, No. 4, March - April 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002327,asm03410023270006001,Page 6,"Pan American World Airways teacher, Vol. V, No. 4, March - April 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002327,asm03410023270007001,Page 7,"Pan American World Airways teacher, Vol. V, No. 4, March - April 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002327,asm03410023270008001,Page 8,"Pan American World Airways teacher, Vol. V, No. 4, March - April 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002328,,"Pan American World Airways teacher, Vol. V, No. 5, May - June 1949","Pan American World Airways teacher, Vol. V, No. 5, May - June 1949",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1949-05,May - June 1949,1940-1949,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 5; Folder Title: Pan American World Airways Teacher, Vol. 5, 1948-1949","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002328,asm03410023280001001,Page 1,"Pan American World Airways teacher, Vol. V, No. 5, May - June 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002328,asm03410023280002001,Page 2,"Pan American World Airways teacher, Vol. V, No. 5, May - June 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002328,asm03410023280003001,Page 3,"Pan American World Airways teacher, Vol. V, No. 5, May - June 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002328,asm03410023280004001,Page 4,"Pan American World Airways teacher, Vol. V, No. 5, May - June 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002328,asm03410023280005001,Page 5,"Pan American World Airways teacher, Vol. V, No. 5, May - June 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002328,asm03410023280006001,Page 6,"Pan American World Airways teacher, Vol. V, No. 5, May - June 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002328,asm03410023280007001,Page 7,"Pan American World Airways teacher, Vol. V, No. 5, May - June 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002328,asm03410023280008001,Page 8,"Pan American World Airways teacher, Vol. V, No. 5, May - June 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002328,asm03410023280009001,Page 9,"Pan American World Airways teacher, Vol. V, No. 5, May - June 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002328,asm03410023280010001,Page 10,"Pan American World Airways teacher, Vol. V, No. 5, May - June 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002328,asm03410023280011001,Page 11,"Pan American World Airways teacher, Vol. V, No. 5, May - June 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002328,asm03410023280012001,Page 12,"Pan American World Airways teacher, Vol. V, No. 5, May - June 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002329,,"Pan American World Airways teacher, Vol. VI, No. 1, October 1949","Pan American World Airways teacher, Vol. VI, No. 1, October 1949",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1949-10,,1940-1949,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 6; Folder Title: Pan American World Airways Teacher, Vol. 6, 1949-1950","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002329,asm03410023290001001,Page 1,"Pan American World Airways teacher, Vol. VI, No. 1, October 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002329,asm03410023290002001,Page 2,"Pan American World Airways teacher, Vol. VI, No. 1, October 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002329,asm03410023290003001,Page 3,"Pan American World Airways teacher, Vol. VI, No. 1, October 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002329,asm03410023290004001,Page 4,"Pan American World Airways teacher, Vol. VI, No. 1, October 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002329,asm03410023290005001,Page 5,"Pan American World Airways teacher, Vol. VI, No. 1, October 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002329,asm03410023290006001,Page 6,"Pan American World Airways teacher, Vol. VI, No. 1, October 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002329,asm03410023290007001,Page 7,"Pan American World Airways teacher, Vol. VI, No. 1, October 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002329,asm03410023290008001,Page 8,"Pan American World Airways teacher, Vol. VI, No. 1, October 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002329,asm03410023290009001,Page 9,"Pan American World Airways teacher, Vol. VI, No. 1, October 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002329,asm03410023290010001,Page 10,"Pan American World Airways teacher, Vol. VI, No. 1, October 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002329,asm03410023290011001,Page 11,"Pan American World Airways teacher, Vol. VI, No. 1, October 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002329,asm03410023290012001,Page 12,"Pan American World Airways teacher, Vol. VI, No. 1, October 1949",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002330,,"Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950","Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1950-01,January - February 1950,1950-1959,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 6; Folder Title: Pan American World Airways Teacher, Vol. 6, 1949-1950","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002330,asm03410023300001001,Page 1,"Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002330,asm03410023300002001,Page 2,"Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002330,asm03410023300003001,Page 3,"Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002330,asm03410023300004001,Page 4,"Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002330,asm03410023300005001,Page 5,"Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002330,asm03410023300006001,Page 6,"Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002330,asm03410023300007001,Page 7,"Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002330,asm03410023300008001,Page 8,"Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002330,asm03410023300009001,Page 9,"Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002330,asm03410023300010001,Page 10,"Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002330,asm03410023300011001,Page 11,"Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002330,asm03410023300012001,Page 12,"Pan American World Airways teacher, Vol. VI, No. 3, January - February 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002331,,"Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950","Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1950-03,March - April 1950,1950-1959,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 6; Folder Title: Pan American World Airways Teacher, Vol. 6, 1949-1950","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002331,asm03410023310001001,Page 1,"Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002331,asm03410023310002001,Page 2,"Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002331,asm03410023310003001,Page 3,"Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002331,asm03410023310004001,Page 4,"Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002331,asm03410023310005001,Page 5,"Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002331,asm03410023310006001,Page 6,"Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002331,asm03410023310007001,Page 7,"Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002331,asm03410023310008001,Page 8,"Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002331,asm03410023310009001,Page 9,"Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002331,asm03410023310010001,Page 10,"Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002331,asm03410023310011001,Page 11,"Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002331,asm03410023310012001,Page 12,"Pan American World Airways teacher, Vol. VI, No. 4, March - April 1950",,,,,,,,,,,,,,,,,,,,,,,,
